Quarter,State,Total_Crashes,Num_Injured,Num_Killed,Total_Vehicles_Involved,SPV,DAD,PWR,FTQ,Other_Factors,Quarter_Num,Year,Quarter_Date,Total_Casualties,Casualty_Rate,Fatality_Rate,Vehicles_per_Crash,Total_Factors,SPV_Prop,DAD_Prop,PWR_Prop,FTQ_Prop,Other_Factors_Prop,Quarter_Sin,Quarter_Cos,Severe_Crash,High_Casualty,State_Encoded,State_Adamawa,State_Akwa Ibom,State_Anambra,State_Bauchi,State_Bayelsa,State_Benue,State_Borno,State_Cross River,State_Delta,State_Ebonyi,State_Edo,State_Ekiti,State_Enugu,State_FCT,State_Gombe,State_Imo,State_Jigawa,State_Kaduna,State_Kano,State_Katsina,State_Kebbi,State_Kogi,State_Kwara,State_Lagos,State_Nasarawa,State_Niger,State_Ogun,State_Ondo,State_Osun,State_Oyo,State_Plateau,State_Rivers,State_Sokoto,State_Taraba,State_Yobe,State_Zamfara,Region,Region_Encoded,Region_North East,Region_North West,Region_South East,Region_South South,Region_South West
Q2 2021,Rivers,25.94478491001976,67.19042819403776,5.538740474669053,29.78154997876868,11.010957881564604,0.00633118968873498,-0.03737502734904512,-0.415178751386657,16.726557524843365,2.0104024583662756,2020.9998583595532,2021-06-01,63.95222338653485,3.409109798055587,0.08513395758377475,1.1104680538882703,27.31965843258038,0.4543123698187948,0.0003768180379758917,0.0002282054268092068,0.008515260706176678,0.5499576775454521,0.017237584656209073,-0.9800924927809609,0.9993162524541618,-0.0048396920432808264,32.06225591793826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,South South,3.9645778015637507,False,False,False,True,False
Q2 2023,Kebbi,36.46809806636864,84.83812404876343,24.25051178915832,29.43270554379105,25.085007624507504,0.010652880895287415,-0.0052107055311102005,0.9605571761776512,5.651074305463657,2.022578349800955,2022.994184784575,2023-06-01,115.67477073088193,3.3587590707402444,0.21180633021213507,0.8656579129771143,30.585299819222318,0.8153890550504485,0.00013166296588629025,-5.37971547373409e-05,-0.00014580872769824507,0.1844413776703832,-0.022832600318746378,-1.0084528734018523,0.9990082485461795,-0.013159490816187827,21.05553818056759,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,1.9861666495419652,False,True,False,False,False
Q2 2023,Oyo,145.90369403589438,362.28509712043154,93.70969030359068,158.10838536732598,86.92097778385725,-0.018943912608523555,0.9671957065946343,-1.8376789223945476,68.0454117599184,2.0231788742159704,2022.9596054284516,2023-06-01,462.89888122849146,2.7277866328863665,0.2021904315336592,1.0762770972169984,157.72220317257322,0.5525674610167376,-0.0001446383050256591,0.00631839438587968,0.0016107480001842666,0.43510538952798217,-0.003888960583360231,-1.0086147846009517,1.0020829320488107,0.9994351232533972,30.00045785511853,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,South West,5.018720024774743,False,False,False,False,True
Q3 2022,Cross River,27.995348607305374,45.92650110184997,16.49216127864631,0.13123102102352383,0.08568990833055613,0.022915991364982898,-0.029775422361048583,26.093414234434107,-0.6860766900601512,3.0028761279016924,2022.0105297533112,2022-09-01,66.14719679291713,65.1394081712374,0.26149256328700665,-0.0028587067749249154,23.781427595983246,-0.00498811496675287,-0.0001633676295530514,0.0005059611919075944,0.9964975107355959,-0.002542879766505406,-1.0011862317499733,-0.012111177230402732,1.0014749953887032,0.001437799569514526,7.761974864432677,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,4.057908734990178,False,False,False,True,False
Q3 2023,Bauchi,51.0,159.0,16.0,57.0,36.0,0.0,0.0,0.0,21.0,3.0,2023.0,2023-09-01,175.0,3.0701754385964914,0.0914285714285714,1.1176470588235294,57.0,0.631578947368421,0.0,0.0,0.0,0.3684210526315789,-1.0,-1.8369701987210294e-16,1.0,0.0,4.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,1.0,True,False,False,False,False
Q4 2021,Yobe,44.88878191244684,183.4148189753468,25.24176386935874,56.77986606120873,-1.427287531052531,-0.013379782442057148,0.03847808133184327,30.24485194671656,29.716043255241456,3.946110932203074,2021.0473535419198,2021-12-01,218.0744655980494,2.9501302773860365,0.11648436877672244,1.3092331022432635,59.04210820520674,0.00044266498191612263,1.9549645718954772e-05,0.00024759196844459976,0.487635660755897,0.505764173451177,0.011947449738434125,0.9931768780278462,1.008937982758745,-0.016363811843917116,34.95175548522466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,North East,0.9873189185938603,True,False,False,False,False
Q2 2021,Kebbi,54.68663538881312,139.65112588091918,4.277928797989834,60.23649005570182,40.13331107291838,1.0022119708842916,-0.022555435063682395,-0.7477747728544111,11.59076687643516,1.9705816273136845,2020.9757352415763,2021-06-01,138.5386867115849,0.9636304542338368,0.0281304041599587,1.0349487737515166,53.02028112973902,0.744806057175881,0.018298864483148228,0.0003266990696294464,-0.01124661235078998,0.23865051361210013,0.004409289486817884,-0.9699971497118598,-0.0010977923519812699,0.00018965864379283384,21.17752050002359,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,1.9924311623762123,False,True,False,False,False
Q1 2024,Rivers,15.0,32.0,4.0,21.0,17.0,0.0,0.0,0.0,4.0,1.0,2024.0,2024-03-01,36.0,1.7142857142857142,0.1111111111111111,1.4,21.0,0.8095238095238095,0.0,0.0,0.0,0.1904761904761904,1.0,6.123233995736766e-17,0.0,0.0,32.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,South South,4.0,False,False,False,True,False
Q2 2022,Plateau,61.97735858819441,178.36436354900275,39.220694937969945,73.89835497572194,-0.44346781882050174,0.004130923884635272,0.962089301628957,24.598187920642104,46.591682150910145,2.0228553043426065,2021.9917893952831,2022-06-01,217.9974977849527,2.0451622798977325,0.1737668693482899,1.2141381050368756,76.85217016504564,0.0018955071299996851,-9.798272809710004e-05,0.0131114432601978,0.3518099636899208,0.6428252746141533,0.005378107744000798,-1.0077384186551022,1.0055742490558788,0.9965324768358297,31.158924499222575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,North Central,-0.02109996470708075,False,False,False,False,False
Q3 2021,Nasarawa,212.0,535.0,33.0,265.0,0.0,0.0,0.0,126.0,139.0,3.0,2021.0,2021-09-01,568.0,2.1433962264150943,0.0580985915492957,1.25,265.0,0.0,0.0,0.0,0.4754716981132075,0.5245283018867924,-1.0,-1.8369701987210294e-16,1.0,1.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,North Central,0.0,False,False,False,False,False
